_id,Year,County,PQI,PQIDescription,Count_ICD9,Population_ICD9,ObsRate_ICD9,RiskAdjRate_ICD9,Count_ICD10,Population_ICD10,ObsRate_ICD10,RiskAdjRate_ICD10,AnnotationCode,AnnotationDesc
15636,2013,Imperial,92,Prevention Quality Chronic Composite,"1,023","122,276",836.6,890.5,,,,,,
15637,2014,Imperial,92,Prevention Quality Chronic Composite,829,"130,127",637.1,697.2,,,,,,
15638,2015,Imperial,92,Prevention Quality Chronic Composite,613,"92,754",660.9,673.0,,,,,,
15639,2016,Imperial,92,Chronic Composite,,,,,825,"127,819",645.4,537.9,,
15640,2017,Imperial,92,Chronic Composite,,,,,893,"129,153",691.4,571.4,,
15641,2018,Imperial,92,Chronic Composite,,,,,879,"129,174",680.5,556.4,,
15642,2019,Imperial,92,Chronic Composite,,,,,878,"128,967",680.8,550.0,,
15643,2020,Imperial,92,Chronic Composite,,,,,721,"128,388",561.6,455.6,,
15644,2021,Imperial,92,Chronic Composite,,,,,712,"128,464",554.2,449.3,,
15645,2022,Imperial,92,Chronic Composite,,,,,794,"128,478",618.0,499.8,,
15646,2023,Imperial,92,Chronic Composite,,,,,792,"128,709",615.3,537.8,,
15647,2005,Inyo,92,Prevention Quality Chronic Composite,102,"14,549",701.1,560.8,,,,,,
15648,2006,Inyo,92,Prevention Quality Chronic Composite,94,"14,456",650.2,529.1,,,,,,
15649,2007,Inyo,92,Prevention Quality Chronic Composite,83,"14,505",572.2,464.4,,,,,,
15650,2008,Inyo,92,Prevention Quality Chronic Composite,84,"14,485",579.9,470.1,,,,,,
15651,2009,Inyo,92,Prevention Quality Chronic Composite,85,"14,651",580.2,471.4,,,,,,
15652,2010,Inyo,92,Prevention Quality Chronic Composite,88,"14,670",599.9,488.1,,,,,,
15653,2011,Inyo,92,Prevention Quality Chronic Composite,63,"14,640",430.3,344.6,,,,,,
15654,2012,Inyo,92,Prevention Quality Chronic Composite,76,"16,277",466.9,408.9,,,,,,
15655,2013,Inyo,92,Prevention Quality Chronic Composite,55,"16,250",338.5,292.2,,,,,,
15656,2014,Inyo,92,Prevention Quality Chronic Composite,77,"15,730",489.5,410.4,,,,,,
15657,2015,Inyo,92,Prevention Quality Chronic Composite,62,"12,814",483.8,424.1,,,,,,
15658,2016,Inyo,92,Chronic Composite,,,,,35,"14,212",246.3,236.0,,
15659,2017,Inyo,92,Chronic Composite,,,,,78,"14,164",550.7,527.1,,
15660,2018,Inyo,92,Chronic Composite,,,,,85,"14,208",598.3,568.0,,
15661,2019,Inyo,92,Chronic Composite,,,,,91,"14,295",636.6,600.8,,
15662,2020,Inyo,92,Chronic Composite,,,,,71,"15,134",469.1,452.1,,
15663,2021,Inyo,92,Chronic Composite,,,,,64,"15,080",424.4,406.9,,
15664,2022,Inyo,92,Chronic Composite,,,,,62,"14,942",414.9,394.8,,
15665,2023,Inyo,92,Chronic Composite,,,,,92,"14,859",619.2,479.0,,
15666,2005,Kern,92,Prevention Quality Chronic Composite,"4,789","526,395",909.8,1135.2,,,,,,
15667,2006,Kern,92,Prevention Quality Chronic Composite,"4,821","544,084",886.1,1109.6,,,,,,
15668,2007,Kern,92,Prevention Quality Chronic Composite,"5,031","557,795",901.9,1127.7,,,,,,
15669,2008,Kern,92,Prevention Quality Chronic Composite,"5,089","568,635",895.0,1114.0,,,,,,
15670,2009,Kern,92,Prevention Quality Chronic Composite,"5,436","578,043",940.4,1165.2,,,,,,
15671,2010,Kern,92,Prevention Quality Chronic Composite,"5,722","587,730",973.6,1198.5,,,,,,
15672,2011,Kern,92,Prevention Quality Chronic Composite,"5,842","597,565",977.6,1197.1,,,,,,
15673,2012,Kern,92,Prevention Quality Chronic Composite,"5,480","576,340",950.8,1115.6,,,,,,
15674,2013,Kern,92,Prevention Quality Chronic Composite,"5,332","583,929",913.1,1064.2,,,,,,
15675,2014,Kern,92,Prevention Quality Chronic Composite,"5,132","622,019",825.1,991.6,,,,,,
15676,2015,Kern,92,Prevention Quality Chronic Composite,"3,974","441,243",900.6,1018.2,,,,,,
15677,2016,Kern,92,Chronic Composite,,,,,"5,396","623,722",865.1,781.2,,
15678,2017,Kern,92,Chronic Composite,,,,,"5,980","629,153",950.5,850.4,,
15679,2018,Kern,92,Chronic Composite,,,,,"5,478","635,272",862.3,765.3,,
15680,2019,Kern,92,Chronic Composite,,,,,"5,841","640,390",912.1,803.0,,
15681,2020,Kern,92,Chronic Composite,,,,,"5,002","644,321",776.3,681.0,,
15682,2021,Kern,92,Chronic Composite,,,,,"4,907","651,305",753.4,661.2,,
15683,2022,Kern,92,Chronic Composite,,,,,"4,869","655,754",742.5,648.6,,
15684,2023,Kern,92,Chronic Composite,,,,,"5,089","654,092",778.0,735.9,,
15685,2005,Kings,92,Prevention Quality Chronic Composite,724,"104,747",691.2,973.7,,,,,,
15686,2006,Kings,92,Prevention Quality Chronic Composite,678,"106,918",634.1,889.8,,,,,,
15687,2007,Kings,92,Prevention Quality Chronic Composite,700,"108,972",642.4,892.8,,,,,,
15688,2008,Kings,92,Prevention Quality Chronic Composite,701,"110,111",636.6,872.1,,,,,,
15689,2009,Kings,92,Prevention Quality Chronic Composite,817,"109,913",743.3,1005.2,,,,,,
15690,2010,Kings,92,Prevention Quality Chronic Composite,801,"110,532",724.7,971.4,,,,,,
15691,2011,Kings,92,Prevention Quality Chronic Composite,889,"111,322",798.6,1061.0,,,,,,
15692,2012,Kings,92,Prevention Quality Chronic Composite,841,"107,485",782.4,1003.8,,,,,,
15693,2013,Kings,92,Prevention Quality Chronic Composite,863,"107,035",806.3,1019.7,,,,,,
15694,2014,Kings,92,Prevention Quality Chronic Composite,792,"114,326",692.8,893.0,,,,,,
15695,2015,Kings,92,Prevention Quality Chronic Composite,582,"78,983",736.9,898.5,,,,,,
15696,2016,Kings,92,Chronic Composite,,,,,889,"108,591",818.7,1001.0,,
15697,2017,Kings,92,Chronic Composite,,,,,862,"108,704",793.0,960.3,,
15698,2018,Kings,92,Chronic Composite,,,,,757,"110,152",687.2,826.4,,
15699,2019,Kings,92,Chronic Composite,,,,,863,"111,551",773.6,922.1,,
15700,2020,Kings,92,Chronic Composite,,,,,744,"111,628",666.5,797.1,,
15701,2021,Kings,92,Chronic Composite,,,,,735,"111,603",658.6,785.4,,
15702,2022,Kings,92,Chronic Composite,,,,,799,"112,177",712.3,844.8,,
15703,2023,Kings,92,Chronic Composite,,,,,759,"111,961",677.9,667.4,,
15704,2005,Lake,92,Prevention Quality Chronic Composite,499,"49,529","1,007.5",884.8,,,,,,
15705,2006,Lake,92,Prevention Quality Chronic Composite,487,"49,985",974.3,861.1,,,,,,
15706,2007,Lake,92,Prevention Quality Chronic Composite,413,"50,130",823.9,723.3,,,,,,
15707,2008,Lake,92,Prevention Quality Chronic Composite,425,"50,505",841.5,734.0,,,,,,
15708,2009,Lake,92,Prevention Quality Chronic Composite,546,"50,721","1,076.5",931.5,,,,,,
15709,2010,Lake,92,Prevention Quality Chronic Composite,651,"51,151","1,272.7",1094.7,,,,,,
15710,2011,Lake,92,Prevention Quality Chronic Composite,647,"51,085","1,266.5",1073.9,,,,,,
15711,2012,Lake,92,Prevention Quality Chronic Composite,616,"51,502","1,196.1",1018.0,,,,,,
15712,2013,Lake,92,Prevention Quality Chronic Composite,638,"51,581","1,236.9",1038.8,,,,,,
15713,2014,Lake,92,Prevention Quality Chronic Composite,502,"52,953",948.0,815.1,,,,,,
15714,2015,Lake,92,Prevention Quality Chronic Composite,425,"39,003","1,089.7",898.2,,,,,,
15715,2016,Lake,92,Chronic Composite,,,,,720,"50,676",1420.8,1099.8,,
15716,2017,Lake,92,Chronic Composite,,,,,585,"50,717",1153.5,889.2,,
15717,2018,Lake,92,Chronic Composite,,,,,605,"50,861",1189.5,909.2,,
15718,2019,Lake,92,Chronic Composite,,,,,634,"50,831",1247.3,948.1,,
15719,2020,Lake,92,Chronic Composite,,,,,430,"53,524",803.4,613.4,,
15720,2021,Lake,92,Chronic Composite,,,,,413,"53,734",768.6,586.8,,
15721,2022,Lake,92,Chronic Composite,,,,,425,"53,339",796.8,599.6,,
15722,2023,Lake,92,Chronic Composite,,,,,493,"52,978",930.6,615.8,,
15723,2005,Lassen,92,Prevention Quality Chronic Composite,152,"27,722",548.3,701.9,,,,,,
15724,2006,Lassen,92,Prevention Quality Chronic Composite,161,"27,919",576.7,731.4,,,,,,
15725,2007,Lassen,92,Prevention Quality Chronic Composite,144,"29,030",496.0,633.6,,,,,,
15726,2008,Lassen,92,Prevention Quality Chronic Composite,135,"28,658",471.1,592.6,,,,,,
15727,2009,Lassen,92,Prevention Quality Chronic Composite,140,"28,696",487.9,604.4,,,,,,
15728,2010,Lassen,92,Prevention Quality Chronic Composite,150,"28,486",526.6,647.1,,,,,,
15729,2011,Lassen,92,Prevention Quality Chronic Composite,132,"28,179",468.4,568.8,,,,,,
15730,2012,Lassen,92,Prevention Quality Chronic Composite,122,"29,146",418.6,518.8,,,,,,
15731,2013,Lassen,92,Prevention Quality Chronic Composite,137,"27,797",492.9,588.6,,,,,,
15732,2014,Lassen,92,Prevention Quality Chronic Composite,143,"29,236",489.1,587.1,,,,,,
15733,2015,Lassen,92,Prevention Quality Chronic Composite,116,"20,747",559.1,657.5,,,,,,
15734,2016,Lassen,92,Chronic Composite,,,,,142,"25,378",559.5,576.7,,
15735,2017,Lassen,92,Chronic Composite,,,,,145,"25,575",567.0,580.3,,
15736,2018,Lassen,92,Chronic Composite,,,,,124,"25,359",489.0,491.0,,
15737,2019,Lassen,92,Chronic Composite,,,,,121,"25,378",476.8,469.9,,
15738,2020,Lassen,92,Chronic Composite,,,,,79,"26,785",294.9,297.9,,
15739,2021,Lassen,92,Chronic Composite,,,,,95,"26,258",361.8,356.8,,
15740,2022,Lassen,92,Chronic Composite,,,,,115,"24,446",470.4,439.0,,
15741,2023,Lassen,92,Chronic Composite,,,,,96,"23,438",409.6,285.6,,
15742,2005,Los Angeles,92,Prevention Quality Chronic Composite,"67,297","7,202,516",934.4,1113.6,,,,,,
15743,2006,Los Angeles,92,Prevention Quality Chronic Composite,"65,100","7,208,716",903.1,1069.3,,,,,,
15744,2007,Los Angeles,92,Prevention Quality Chronic Composite,"64,946","7,223,112",899.1,1052.2,,,,,,
15745,2008,Los Angeles,92,Prevention Quality Chronic Composite,"66,188","7,281,072",909.0,1053.5,,,,,,
15746,2009,Los Angeles,92,Prevention Quality Chronic Composite,"66,917","7,353,912",910.0,1044.9,,,,,,
15747,2010,Los Angeles,92,Prevention Quality Chronic Composite,"66,249","7,416,633",893.2,1015.0,,,,,,
15748,2011,Los Angeles,92,Prevention Quality Chronic Composite,"65,427","7,504,083",871.9,981.4,,,,,,
15749,2012,Los Angeles,92,Prevention Quality Chronic Composite,"61,659","7,317,992",842.6,911.6,,,,,,
15750,2013,Los Angeles,92,Prevention Quality Chronic Composite,"59,343","7,410,685",800.8,858.1,,,,,,
15751,2014,Los Angeles,92,Prevention Quality Chronic Composite,"56,958","7,525,122",756.9,819.9,,,,,,
15752,2015,Los Angeles,92,Prevention Quality Chronic Composite,"45,074","5,622,301",801.7,831.4,,,,,,
15753,2016,Los Angeles,92,Chronic Composite,,,,,"57,844","7,844,956",737.3,920.5,,
15754,2017,Los Angeles,92,Chronic Composite,,,,,"60,484","7,870,676",768.5,949.0,,
15755,2018,Los Angeles,92,Chronic Composite,,,,,"57,805","7,879,584",733.6,896.0,,
15756,2019,Los Angeles,92,Chronic Composite,,,,,"59,364","7,871,889",754.1,910.0,,
15757,2020,Los Angeles,92,Chronic Composite,,,,,"46,467","7,884,705",589.3,709.6,,
15758,2021,Los Angeles,92,Chronic Composite,,,,,"49,425","7,772,371",635.9,753.9,,
15759,2022,Los Angeles,92,Chronic Composite,,,,,"53,329","7,737,357",689.2,808.9,,
15760,2023,Los Angeles,92,Chronic Composite,,,,,"59,194","7,710,575",767.7,746.6,,
15761,2005,Madera,92,Prevention Quality Chronic Composite,829,"100,047",828.6,932.4,,,,,,
15762,2006,Madera,92,Prevention Quality Chronic Composite,757,"102,344",739.7,832.1,,,,,,
15763,2007,Madera,92,Prevention Quality Chronic Composite,695,"104,227",666.8,744.5,,,,,,
15764,2008,Madera,92,Prevention Quality Chronic Composite,705,"105,909",665.7,740.8,,,,,,
15765,2009,Madera,92,Prevention Quality Chronic Composite,760,"106,674",712.5,786.5,,,,,,
15766,2010,Madera,92,Prevention Quality Chronic Composite,769,"108,385",709.5,779.9,,,,,,
15767,2011,Madera,92,Prevention Quality Chronic Composite,801,"109,902",728.8,795.8,,,,,,
15768,2012,Madera,92,Prevention Quality Chronic Composite,730,"106,934",682.7,718.9,,,,,,
15769,2013,Madera,92,Prevention Quality Chronic Composite,815,"107,252",759.9,790.6,,,,,,
15770,2014,Madera,92,Prevention Quality Chronic Composite,815,"113,845",715.9,762.0,,,,,,
15771,2015,Madera,92,Prevention Quality Chronic Composite,615,"81,407",755.5,765.3,,,,,,
15772,2016,Madera,92,Chronic Composite,,,,,740,"111,156",665.7,703.4,,
15773,2017,Madera,92,Chronic Composite,,,,,854,"112,306",760.4,798.0,,
15774,2018,Madera,92,Chronic Composite,,,,,837,"113,445",737.8,770.9,,
15775,2019,Madera,92,Chronic Composite,,,,,816,"113,829",716.9,739.7,,
15776,2020,Madera,92,Chronic Composite,,,,,756,"113,532",665.9,688.6,,
15777,2021,Madera,92,Chronic Composite,,,,,756,"115,760",653.1,679.0,,
15778,2022,Madera,92,Chronic Composite,,,,,856,"116,890",732.3,759.4,,
15779,2023,Madera,92,Chronic Composite,,,,,"1,046","118,944",879.4,661.3,,
15780,2005,Marin,92,Prevention Quality Chronic Composite,943,"194,828",484.0,447.9,,,,,,
15781,2006,Marin,92,Prevention Quality Chronic Composite,895,"194,956",459.1,419.7,,,,,,
15782,2007,Marin,92,Prevention Quality Chronic Composite,829,"196,294",422.3,382.1,,,,,,
15783,2008,Marin,92,Prevention Quality Chronic Composite,843,"197,929",425.9,381.2,,,,,,
15784,2009,Marin,92,Prevention Quality Chronic Composite,843,"199,904",421.7,373.0,,,,,,
15785,2010,Marin,92,Prevention Quality Chronic Composite,817,"201,547",405.4,354.6,,,,,,
15786,2011,Marin,92,Prevention Quality Chronic Composite,812,"203,181",399.6,343.6,,,,,,
15787,2012,Marin,92,Prevention Quality Chronic Composite,785,"200,046",392.4,327.2,,,,,,
15788,2013,Marin,92,Prevention Quality Chronic Composite,800,"202,161",395.7,325.0,,,,,,
15789,2014,Marin,92,Prevention Quality Chronic Composite,677,"201,613",335.8,275.0,,,,,,
15790,2015,Marin,92,Prevention Quality Chronic Composite,594,"152,906",388.5,309.0,,,,,,
15791,2016,Marin,92,Chronic Composite,,,,,800,"207,330",385.9,543.0,,
15792,2017,Marin,92,Chronic Composite,,,,,757,"207,121",365.5,507.5,,
15793,2018,Marin,92,Chronic Composite,,,,,769,"207,824",370.0,506.8,,
15794,2019,Marin,92,Chronic Composite,,,,,755,"207,790",363.3,491.1,,
15795,2020,Marin,92,Chronic Composite,,,,,624,"209,991",297.2,401.5,,
15796,2021,Marin,92,Chronic Composite,,,,,682,"209,428",325.6,435.6,,
15797,2022,Marin,92,Chronic Composite,,,,,777,"207,716",374.1,490.5,,
15798,2023,Marin,92,Chronic Composite,,,,,838,"206,190",406.4,408.0,,
15799,2005,Mariposa,92,Prevention Quality Chronic Composite,87,"14,466",601.4,510.5,,,,,,
15800,2006,Mariposa,92,Prevention Quality Chronic Composite,126,"14,728",855.5,727.8,,,,,,
15801,2007,Mariposa,92,Prevention Quality Chronic Composite,128,"14,903",858.9,722.9,,,,,,
15802,2008,Mariposa,92,Prevention Quality Chronic Composite,151,"14,996","1,006.9",830.8,,,,,,
15803,2009,Mariposa,92,Prevention Quality Chronic Composite,100,"14,925",670.0,542.6,,,,,,
15804,2010,Mariposa,92,Prevention Quality Chronic Composite,105,"15,017",699.2,563.7,,,,,,
15805,2011,Mariposa,92,Prevention Quality Chronic Composite,102,"15,033",678.5,536.5,,,,,,
15806,2012,Mariposa,92,Prevention Quality Chronic Composite,99,"16,563",597.7,505.1,,,,,,
15807,2013,Mariposa,92,Prevention Quality Chronic Composite,100,"16,491",606.4,505.3,,,,,,
15808,2014,Mariposa,92,Prevention Quality Chronic Composite,118,"16,335",722.4,581.6,,,,,,
15809,2015,Mariposa,92,Prevention Quality Chronic Composite,101,"12,911",782.3,655.8,,,,,,
15810,2016,Mariposa,92,Chronic Composite,,,,,99,"14,636",676.4,584.9,,
15811,2017,Mariposa,92,Chronic Composite,,,,,110,"14,614",752.7,642.7,,
15812,2018,Mariposa,92,Chronic Composite,,,,,104,"14,527",715.9,607.7,,
15813,2019,Mariposa,92,Chronic Composite,,,,,132,"14,338",920.6,770.3,,
15814,2020,Mariposa,92,Chronic Composite,,,,,137,"14,229",962.8,793.4,,
15815,2021,Mariposa,92,Chronic Composite,,,,,120,"14,120",849.9,694.1,,
15816,2022,Mariposa,92,Chronic Composite,,,,,100,"14,037",712.4,575.6,,
15817,2023,Mariposa,92,Chronic Composite,,,,,122,"13,883",878.8,584.4,,
15818,2005,Mendocino,92,Prevention Quality Chronic Composite,428,"67,693",632.3,605.8,,,,,,
15819,2006,Mendocino,92,Prevention Quality Chronic Composite,416,"67,469",616.6,585.5,,,,,,
15820,2007,Mendocino,92,Prevention Quality Chronic Composite,414,"67,582",612.6,574.0,,,,,,
15821,2008,Mendocino,92,Prevention Quality Chronic Composite,414,"68,025",608.6,564.2,,,,,,
15822,2009,Mendocino,92,Prevention Quality Chronic Composite,446,"68,421",651.8,599.8,,,,,,
15823,2010,Mendocino,92,Prevention Quality Chronic Composite,490,"68,517",715.2,655.5,,,,,,
15824,2011,Mendocino,92,Prevention Quality Chronic Composite,480,"68,336",702.4,633.0,,,,,,
15825,2012,Mendocino,92,Prevention Quality Chronic Composite,467,"68,344",683.3,604.5,,,,,,
15826,2013,Mendocino,92,Prevention Quality Chronic Composite,464,"68,379",678.6,592.0,,,,,,
15827,2014,Mendocino,92,Prevention Quality Chronic Composite,449,"69,334",647.6,568.4,,,,,,
15828,2015,Mendocino,92,Prevention Quality Chronic Composite,309,"51,516",599.8,509.0,,,,,,
15829,2016,Mendocino,92,Chronic Composite,,,,,440,"68,410",643.2,557.0,,
15830,2017,Mendocino,92,Chronic Composite,,,,,497,"68,784",722.6,619.1,,
15831,2018,Mendocino,92,Chronic Composite,,,,,557,"68,876",808.7,684.3,,
15832,2019,Mendocino,92,Chronic Composite,,,,,522,"68,548",761.5,634.3,,
15833,2020,Mendocino,92,Chronic Composite,,,,,451,"71,994",626.4,520.3,,
15834,2021,Mendocino,92,Chronic Composite,,,,,367,"71,916",510.3,420.1,,
15835,2022,Mendocino,92,Chronic Composite,,,,,423,"71,066",595.2,480.4,,
15836,2023,Mendocino,92,Chronic Composite,,,,,514,"70,576",728.3,484.4,,
15837,2005,Merced,92,Prevention Quality Chronic Composite,"1,355","162,795",832.3,1032.9,,,,,,
15838,2006,Merced,92,Prevention Quality Chronic Composite,"1,410","165,009",854.5,1061.2,,,,,,
15839,2007,Merced,92,Prevention Quality Chronic Composite,"1,354","167,724",807.3,993.6,,,,,,
15840,2008,Merced,92,Prevention Quality Chronic Composite,"1,478","169,736",870.8,1060.7,,,,,,
15841,2009,Merced,92,Prevention Quality Chronic Composite,"1,413","171,809",822.4,990.3,,,,,,
15842,2010,Merced,92,Prevention Quality Chronic Composite,"1,616","175,232",922.2,1100.5,,,,,,
15843,2011,Merced,92,Prevention Quality Chronic Composite,"1,617","178,783",904.4,1070.2,,,,,,
15844,2012,Merced,92,Prevention Quality Chronic Composite,"1,333","174,274",764.9,869.7,,,,,,
15845,2013,Merced,92,Prevention Quality Chronic Composite,"1,407","176,084",799.1,900.2,,,,,,
15846,2014,Merced,92,Prevention Quality Chronic Composite,"1,380","184,892",746.4,865.2,,,,,,
15847,2015,Merced,92,Prevention Quality Chronic Composite,"1,181","133,727",883.1,963.9,,,,,,
15848,2016,Merced,92,Chronic Composite,,,,,"1,967","187,379",1049.7,1132.9,,
15849,2017,Merced,92,Chronic Composite,,,,,"2,365","190,075",1244.2,1340.0,,
15850,2018,Merced,92,Chronic Composite,,,,,"2,290","193,011",1186.5,1275.0,,
15851,2019,Merced,92,Chronic Composite,,,,,"2,255","196,051",1150.2,1229.8,,
15852,2020,Merced,92,Chronic Composite,,,,,"1,755","199,655",879.0,937.9,,
15853,2021,Merced,92,Chronic Composite,,,,,"1,997","201,787",989.7,1049.1,,
15854,2022,Merced,92,Chronic Composite,,,,,"1,947","207,099",940.1,1006.1,,
15855,2023,Merced,92,Chronic Composite,,,,,"1,961","209,020",938.2,770.5,,
15856,2005,Modoc,92,Prevention Quality Chronic Composite,28,"7,407",378.0,318.8,,,,,,
15857,2006,Modoc,92,Prevention Quality Chronic Composite,32,"7,462",428.8,362.7,,,,,,
15858,2007,Modoc,92,Prevention Quality Chronic Composite,34,"7,429",457.7,379.2,,,,,,
15859,2008,Modoc,92,Prevention Quality Chronic Composite,35,"7,469",468.6,389.4,,,,,,
15860,2009,Modoc,92,Prevention Quality Chronic Composite,57,"7,565",753.5,618.9,,,,,,
15861,2010,Modoc,92,Prevention Quality Chronic Composite,57,"7,599",750.1,613.0,,,,,,
15862,2011,Modoc,92,Prevention Quality Chronic Composite,45,"7,517",598.6,475.9,,,,,,
15863,2012,Modoc,92,Prevention Quality Chronic Composite,67,"9,249",724.4,692.2,,,,,,
15864,2013,Modoc,92,Prevention Quality Chronic Composite,48,"9,142",525.0,495.0,,,,,,
15865,2014,Modoc,92,Prevention Quality Chronic Composite,39,"8,570",455.1,396.9,,,,,,
15866,2015,Modoc,92,Prevention Quality Chronic Composite,40,"7,417",539.3,538.8,,,,,,
15867,2016,Modoc,92,Chronic Composite,,,,,47,"7,172",655.3,384.1,,
15868,2017,Modoc,92,Chronic Composite,,,,,47,"7,115",660.6,381.4,,
15869,2018,Modoc,92,Chronic Composite,,,,,41,"7,067",580.2,330.2,,
15870,2019,Modoc,92,Chronic Composite,,,,,42,"7,114",590.4,333.4,,
15871,2020,Modoc,92,Chronic Composite,,,,,55,"6,998",785.9,437.6,,
15872,2021,Modoc,92,Chronic Composite,,,,,27,"7,005",385.4,210.6,,
15873,2022,Modoc,92,Chronic Composite,,,,,33,"6,957",474.3,255.3,,
15874,2023,Modoc,92,Chronic Composite,,,,,36,"6,906",521.3,263.3,,
15875,2005,Mono,92,Prevention Quality Chronic Composite,14,"10,514",133.2,182.8,,,,,,
15876,2006,Mono,92,Prevention Quality Chronic Composite,7,"10,747",65.1,87.0,,,,,,
15877,2007,Mono,92,Prevention Quality Chronic Composite,10,"10,719",93.3,121.2,,,,,,
15878,2008,Mono,92,Prevention Quality Chronic Composite,14,"10,892",128.5,163.2,,,,,,
15879,2009,Mono,92,Prevention Quality Chronic Composite,6,"11,055",54.3,67.8,,,,,,
15880,2010,Mono,92,Prevention Quality Chronic Composite,5,"11,224",44.5,54.9,,,,,,
15881,2011,Mono,92,Prevention Quality Chronic Composite,9,"11,294",79.7,95.7,,,,,,
